5.108200000000000074e+01,3.609999999999999876e+00,9.210526315789473173e-02
5.108200000000000074e+01,3.611919191919191974e+00,9.210526315789471785e-02
5.108200000000000074e+01,3.613838383838383628e+00,9.210526315789474561e-02
5.108200000000000074e+01,3.615757575757575726e+00,9.210526315789474561e-02
5.108200000000000074e+01,3.617676767676767380e+00,9.210526315789473173e-02
5.108200000000000074e+01,3.619595959595959478e+00,9.210526315789471785e-02
5.108200000000000074e+01,3.621515151515151576e+00,9.210526315789473173e-02
5.108200000000000074e+01,3.623434343434343230e+00,9.210526315789473173e-02
5.108200000000000074e+01,3.625353535353535328e+00,1.041998936735798881e-01
5.108200000000000074e+01,3.627272727272726982e+00,1.172248803827751207e-01
5.108200000000000074e+01,3.629191919191919080e+00,1.302498670919733370e-01
5.108200000000000074e+01,3.631111111111111178e+00,1.432748538011715811e-01
5.108200000000000074e+01,3.633030303030302832e+00,1.562998405103668276e-01
5.108200000000000074e+01,3.634949494949494930e+00,1.693248272195650439e-01
5.108200000000000074e+01,3.636868686868686584e+00,1.823498139287602626e-01
5.108200000000000074e+01,3.638787878787878682e+00,1.889952153110047717e-01
5.108200000000000074e+01,3.640707070707070780e+00,1.945773524720897374e-01
5.108200000000000074e+01,3.642626262626262434e+00,2.001594896331734263e-01
5.108200000000000074e+01,3.644545454545454533e+00,2.057416267942583643e-01
5.108200000000000074e+01,3.646464646464646187e+00,2.113237639553420255e-01
5.108200000000000074e+01,3.648383838383838285e+00,2.169059011164270190e-01
5.108200000000000074e+01,3.650303030303030383e+00,2.224880382775119569e-01
5.108200000000000074e+01,3.652222222222222037e+00,2.280701754385957847e-01
5.108200000000000074e+01,3.654141414141414135e+00,2.336523125996808892e-01
5.108200000000000074e+01,3.656060606060605789e+00,2.392344497607648002e-01
5.108200000000000074e+01,3.657979797979797887e+00,2.448165869218498769e-01
5.108200000000000074e+01,3.659898989898989541e+00,2.503987240829337324e-01
5.108200000000000074e+01,3.661818181818181639e+00,2.559808612440189202e-01
5.108200000000000074e+01,3.663737373737373737e+00,2.615629984051040524e-01
5.108200000000000074e+01,3.665656565656565391e+00,2.804359383306738729e-01
5.108200000000000074e+01,3.667575757575757489e+00,3.046251993620427978e-01
5.108200000000000074e+01,3.669494949494949143e+00,3.288144603934061716e-01
5.108200000000000074e+01,3.671414141414141241e+00,3.530037214247751520e-01
5.108200000000000074e+01,3.673333333333333339e+00,3.771929824561440769e-01
5.108200000000000074e+01,3.675252525252524993e+00,4.013822434875074507e-01
5.108200000000000074e+01,3.677171717171717091e+00,4.255715045188763757e-01
5.108200000000000074e+01,3.679090909090908745e+00,4.318181818181818232e-01
5.108200000000000074e+01,3.681010101010100843e+00,4.280967570441251979e-01
5.108200000000000074e+01,3.682929292929292941e+00,4.243753322700685726e-01
5.108200000000000074e+01,3.684848484848484595e+00,4.206539074960127245e-01
